text_unit_ids,entity_ids,id
1be1132bc37156f3c13686fb1aba8d65,"['b45241d70f0e43fca764df95b2b81f77' '1dbc51475cb04dafa4a8833a8378635e'
 '0ee7db2c6bea4630ba9f0c25e8a967ad' '5a6c1d15424149f69052cd8d91fbff75'
 'd005bf75c31d4848ad7041f39651e59c' '9b3eef8f3a3a45e6873838db95295b8a']",1be1132bc37156f3c13686fb1aba8d65
2a1c4af9f9c41823c64e689c2b4b45e9,"['b45241d70f0e43fca764df95b2b81f77' '3d0dcbc8971b415ea18065edc4d8c8ef'
 '1dbc51475cb04dafa4a8833a8378635e' 'fdc954b454744820804d7798f3e0b5de'
 '49c1383836934ec495c3b35769100a73' '859dedcc3736439a8a563419f16cb3d8'
 '6078b9980a6c4dcd9198d151b833ead7' 'f93cd6b8213e46dda67af7e5382e1bd2'
 '496f17c2f74244c681db1b23c7a39c0c']",2a1c4af9f9c41823c64e689c2b4b45e9
38853a19a9f53b37c6dec725d881647b,"['b45241d70f0e43fca764df95b2b81f77' '3d0dcbc8971b415ea18065edc4d8c8ef'
 '1dbc51475cb04dafa4a8833a8378635e' 'c12b9ebd8b4e42b7896822a32e3fa6eb'
 '27505f6ade4b4e5f9316ffe9c34821f7']",38853a19a9f53b37c6dec725d881647b
d32b4992f5d1dcf627250d5809f6d78e,"['b45241d70f0e43fca764df95b2b81f77' 'e7ffaee9d31d4d3c96e04f911d0a8f9e'
 'f7e11b0e297a44a896dc67928368f600' '3138f39f2bcd43a69e0697cd3b05bc4d'
 '32ee140946e5461f9275db664dc541a5' 'c160b9cb27d6408ba6ab20214a2f3f81'
 '00d785e7d76b47ec81b508e768d40584' '6e0c81bef5364c988b21bf9b709d9861']",d32b4992f5d1dcf627250d5809f6d78e
f80de7a23de0088b7dbc1aa1a09e2d6e,"['b45241d70f0e43fca764df95b2b81f77' '4119fd06010c494caa07f439b333f4c5'
 'd3835bf3dda84ead99deadbeac5d0d7d' '077d2820ae1845bcbb1803379a3d1eae'
 '3671ea0dd4e84c1a9b02c5ab2c8f4bac' '19a7f254a5d64566ab5cc15472df02de'
 'e7ffaee9d31d4d3c96e04f911d0a8f9e' 'f7e11b0e297a44a896dc67928368f600'
 '1fd3fa8bb5a2408790042ab9573779ee' '27f9fbe6ad8c4a8b9acee0d3596ed57c'
 'e1fd0e904a53409aada44442f23a51cb' 'de988724cfdf45cebfba3b13c43ceede'
 '96aad7cb4b7d40e9b7e13b94a67af206' 'c9632a35146940c2a86167c7726d35e9'
 '9646481f66ce4fd2b08c2eddda42fc82' 'd91a266f766b4737a06b0fda588ba40b'
 'bc0e3f075a4c4ebbb7c7b152b65a5625' '254770028d7a4fa9877da4ba0ad5ad21'
 '4a67211867e5464ba45126315a122a8a' '04dbbb2283b845baaeac0eaf0c34c9da'
 '1943f245ee4243bdbfbd2fd619ae824a' '273daeec8cad41e6b3e450447db58ee7'
 'e69dc259edb944ea9ea41264b9fcfe59' 'e2f5735c7d714423a2c4f61ca2644626'
 'deece7e64b2a4628850d4bb6e394a9c3' 'e657b5121ff8456b9a610cfaead8e0cb'
 'bf4e255cdac94ccc83a56435a5e4b075' '3b040bcc19f14e04880ae52881a89c1c'
 '3d6b216c14354332b1bf1927ba168986' '1c109cfdc370463eb6d537e5b7b382fb'
 '3d0dcbc8971b415ea18065edc4d8c8ef' '68105770b523412388424d984e711917'
 '85c79fd84f5e4f918471c386852204c5']",f80de7a23de0088b7dbc1aa1a09e2d6e
2c2dc4d6383dc21e5c198e42cbb99426,"['f7e11b0e297a44a896dc67928368f600' 'c9632a35146940c2a86167c7726d35e9'
 'e69dc259edb944ea9ea41264b9fcfe59' '3138f39f2bcd43a69e0697cd3b05bc4d'
 'a671bf7fea2f4514b6e96ba99127fafd' '4d999d7744b04a998475f8f8531589f0'
 '9a6f414210e14841a5b0e661aedc898d' 'db541b7260974db8bac94e953009f60e'
 'f2ff8044718648e18acef16dd9a65436']",2c2dc4d6383dc21e5c198e42cbb99426
31162003185eeb0ce0f4b4f2031e01c7,"['f7e11b0e297a44a896dc67928368f600' '273daeec8cad41e6b3e450447db58ee7'
 'e69dc259edb944ea9ea41264b9fcfe59' '3138f39f2bcd43a69e0697cd3b05bc4d'
 'c160b9cb27d6408ba6ab20214a2f3f81' '36a4fcd8efc144e6b8af9a1c7ab8b2ce'
 '43544b99c3b04b059546198a0ae6366d' 'a671bf7fea2f4514b6e96ba99127fafd'
 '00d785e7d76b47ec81b508e768d40584' '5ae335d9210a45fda3f92a9a028d6d9b'
 '5ac60a941a5b4934bdc43d2f87de601c' 'd405c3154d0e48ce96fad4c28fe20590'
 '7923d8521c744bd9aab131c1aea91ffd' '5bd156c87ec44e19ae6f8f62e6e50b9d'
 'c1a146d7fb16429ea6d0aa2a55ee597f' 'ede9350632084da5b0b577ff799ab14b'
 'ed559fb4ebde45518849ec803b350fa3' 'f422035f8b78417f98e4d116971cf9f3']",31162003185eeb0ce0f4b4f2031e01c7
49d69adfdaf6f3f17e1e03fc4c6f561f,"['f7e11b0e297a44a896dc67928368f600' 'e69dc259edb944ea9ea41264b9fcfe59'
 '3138f39f2bcd43a69e0697cd3b05bc4d' '36a4fcd8efc144e6b8af9a1c7ab8b2ce'
 '00d785e7d76b47ec81b508e768d40584' '8f1eba29f39e411188200bf0d14628ec'
 '7282c73622b8408e97289d959faff483' '3deb220d31f74103aa44870a36a63220'
 'af7a1584dd15492cb9a4940e285f57fc']",49d69adfdaf6f3f17e1e03fc4c6f561f
5c23d6ea344fb1e7d1da42af94e77372,"['f7e11b0e297a44a896dc67928368f600' '1fd3fa8bb5a2408790042ab9573779ee'
 'c9632a35146940c2a86167c7726d35e9' 'e69dc259edb944ea9ea41264b9fcfe59'
 'e2f5735c7d714423a2c4f61ca2644626' 'deece7e64b2a4628850d4bb6e394a9c3'
 '4d999d7744b04a998475f8f8531589f0' '00d785e7d76b47ec81b508e768d40584'
 '87915637da3e474c9349bd0ae604bd95']",5c23d6ea344fb1e7d1da42af94e77372
6241708a162f42e9a6df0486b17dfc40,"['f7e11b0e297a44a896dc67928368f600' '3138f39f2bcd43a69e0697cd3b05bc4d'
 'dde131ab575d44dbb55289a6972be18f' '3ce7c210a21b4deebad7cc9308148d86'
 'd64ed762ea924caa95c8d06f072a9a96' '94a964c6992945ebb3833dfdfdc8d655'
 '1eb829d0ace042089f0746f78729696c' '015e7b58d1a14b44beab3bbc9f912c18'
 '26f88ab3e2e04c33a459ad6270ade565' 'babe97e1d9784cffa1c85abc1e588126'
 '1033a18c45aa4584b2aef6ab96890351' 'c9b8ce91fc2945b4907fe35519339cac'
 'fa3c4204421c48609e52c8de2da4c654']",6241708a162f42e9a6df0486b17dfc40
